,Strategy1,Strategy2,Strategy3,Strategy4,Strategy5
0,-44.39709474988944,-75.6391269818302,-99.97418803155296,-99.98428421822197,-99.9993173618386
1,-0.0807789233027387,-0.16566611371830184,-0.7899729209590265,-0.9088866197858421,-0.9968440053800316
